OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
22881,2015,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.6511784,-122.3788431,1.0,2.0,54988,Office,2085349.0,35.35,0.51,55,3,1.0,0.0,54988.0,27494.0
22883,2015,NonResidential,Non-Refrigerated Warehouse,7,MAGNOLIA / QUEEN ANNE,47.64878477,-122.3798701,1.0,2.0,39497,Non-Refrigerated Warehouse,1795049.0,32.34,0.67,60,2,1.0,0.0,39497.0,19748.5
22936,2015,Nonresidential COS,Other,3,EAST,47.63212701,-122.3151412,1.0,1.0,33087,Other - Entertainment/Public Assembly,3322250.0,117.04,3.37,83,1,1.0,0.0,33087.0,33087.0
22940,2015,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70794099,-122.3332257,1.0,2.0,27574,Office,1160989.0,8.09,0.11,33,1,1.0,0.0,27574.0,13787.0
22953,2015,NonResidential,Retail Store,5,NORTH,47.70745665,-122.32318819,1.0,1.0,24982,Retail Store,702385.0,4.9,0.08,50,1,1.0,0.0,24982.0,24982.0
22955,2015,NonResidential,Senior Care Community,5,NORTH,47.71058965,-122.3265178,1.0,5.0,43661,Senior Care Community,3922066.0,83.35,1.64,17,2,0.76579,0.23421,43661.0,8732.2
22962,2015,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70838818,-122.3332973,1.0,3.0,76105,Office,2709429.0,18.89,0.1,28,1,0.64119,0.35881,76105.0,25368.333
23008,2015,NonResidential,Mixed Use Property,5,NORTH,47.70982623,-122.318638,1.0,2.0,32009,Non-Refrigerated Warehouse,1972156.0,41.85,1.12,63,3,1.0,0.0,32009.0,16004.5
23011,2015,NonResidential,Retail Store,5,NORTH,47.70724183,-122.322564,1.0,1.0,41615,Retail Store,2063212.0,14.38,0.13,49,1,1.0,0.0,41615.0,41615.0
23017,2015,NonResidential,Medical Office,5,NORTH,47.70661163,-122.32263184,1.0,3.0,28841,Medical Office,1334876.0,27.99,0.83,27,1,1.0,0.0,28841.0,9613.667
23020,2015,NonResidential,"Self-Storage Facility
",5,NORTH,47.70789044,-122.3188821,1.0,2.0,33344,Self-Storage Facility,114892.0,0.8,0.01,38,3,1.0,0.0,33344.0,16672.0
23022,2015,Nonresidential COS,Other,5,NORTH,47.70519257,-122.32242584,1.0,1.0,30498,Other - Recreation,2566219.0,83.88,2.59,10,1,1.0,0.0,30498.0,30498.0
23040,2015,NonResidential,K-12 School,1,DELRIDGE,47.51711754,-122.3597229,1.0,2.0,42975,K-12 School,1093653.0,48.99,1.12,91,1,1.0,0.0,42975.0,21487.5
23049,2015,NonResidential,Other,1,DELRIDGE,47.53391013,-122.3372684,1.0,1.0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1609444.0,49.99,2.01,52,5,1.0,0.0,23260.0,23260.0
23051,2015,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.53292767,-122.3402659,1.0,2.0,30659,Office,3580035.0,76.48,2.15,27,2,1.0,0.0,30659.0,15329.5
23056,2015,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63142293,-122.3413739,1.0,2.0,27144,Other,939840.0,30.06,1.04,95,1,1.0,0.0,27144.0,13572.0
23064,2015,NonResidential,Other,5,NORTHWEST,47.70969561,-122.3456598,1.0,1.0,23166,Other,3294645.0,174.98,7.55,45,1,1.0,0.0,23166.0,23166.0
23065,2015,NonResidential,Medical Office,5,NORTHWEST,47.70558717,-122.3349479,1.0,2.0,34759,No information,1410266.0,9.83,0.11,36,2,1.0,0.0,34759.0,17379.5
23071,2015,NonResidential,Hospital,5,NORTHWEST,47.71460657,-122.3368526,1.0,1.0,415632,Hospital (General Medical & Surgical),94178648.0,3044.63,6.89,49,2,1.0,0.0,415632.0,415632.0
23076,2015,NonResidential,Worship Facility,5,NORTHWEST,47.71756004,-122.3320302,1.0,2.0,44719,Worship Facility,1536287.0,47.6,0.99,50,3,1.0,0.0,44719.0,22359.5
23098,2015,NonResidential,Supermarket/Grocery Store,2,GREATER DUWAMISH,47.57898152,-122.3129112,1.0,1.0,21603,Supermarket/Grocery Store,5807879.0,119.57,4.72,50,1,1.0,0.0,21603.0,21603.0
23113,2015,NonResidential,Medical Office,3,EAST,47.61997738,-122.3121244,1.0,3.0,591981,Medical Office,104977248.0,3321.02,5.25,51,4,1.0,0.0,591981.0,197327.0
23115,2015,NonResidential,"Distribution Center
",1,DELRIDGE,47.5315885,-122.3356991,1.0,1.0,42900,Distribution Center,390726.0,2.72,0.02,36,1,1.0,0.0,42900.0,42900.0
23117,2015,Nonresidential COS,Other,1,DELRIDGE,47.51875781,-122.3370906,1.0,1.0,57952,Adult Education,3105001.0,93.47,1.5,10,1,1.0,0.0,57952.0,57952.0
23120,2015,NonResidential,Other,1,DELRIDGE,47.52959109,-122.3355729,1.0,1.0,26232,Other - Services,2874181.0,112.13,4.13,44,2,1.0,0.0,26232.0,26232.0
23158,2015,NonResidential,Non-Refrigerated Warehouse,3,DOWNTOWN,47.59790914,-122.3154892,1.0,2.0,25840,Non-Refrigerated Warehouse,311939.0,2.17,0.03,59,1,1.0,0.0,25840.0,12920.0
23161,2015,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59711677,-122.3180368,1.0,1.0,45145,Office,1119906.0,36.65,0.76,27,1,1.0,0.0,45145.0,45145.0
23163,2015,NonResidential,Medical Office,3,DOWNTOWN,47.59703102,-122.3168033,1.0,4.0,43813,Medical Office,1798899.0,12.54,0.11,20,1,0.47308,0.52692,43813.0,10953.25
23164,2015,NonResidential,Small- and Mid-Sized Office,3,DOWNTOWN,47.59726811,-122.3158318,1.0,5.0,70332,Office,2074152.0,20.53,0.17,14,2,0.68585,0.31415,70332.0,14066.4
23204,2015,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.55786816,-122.3185601,1.0,1.0,50546,K-12 School,971308.0,6.82,0.05,44,1,1.0,0.0,50546.0,50546.0
23228,2015,NonResidential,Supermarket/Grocery Store,6,BALLARD,47.69020556,-122.3761123,1.0,1.0,45522,Supermarket/Grocery Store,13010578.0,349.47,6.98,21,2,1.0,0.0,45522.0,45522.0
23231,2015,NonResidential,Retail Store,5,NORTHWEST,47.72285043,-122.3459776,1.0,2.0,20088,Retail Store,336461.0,2.35,0.04,36,3,1.0,0.0,20088.0,10044.0
23265,2015,Campus,Other,1,GREATER DUWAMISH,47.56905191,-122.3493679,1.0,2.0,138907,Other,7657568.0,172.41,1.08,26,1,1.0,0.0,138907.0,69453.5
23268,2015,NonResidential,Small- and Mid-Sized Office,1,GREATER DUWAMISH,47.57006806,-122.3470127,1.0,2.0,40657,Office,2920918.0,24.36,0.3,18,2,1.0,0.0,40657.0,20328.5
23277,2015,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.57289471,-122.3504231,1.0,1.0,20200,Non-Refrigerated Warehouse,265874.0,2.03,0.04,115,2,1.0,0.0,20200.0,20200.0
23297,2015,NonResidential,Residence Hall/Dormitory,3,EAST,47.60733516,-122.3257991,1.0,1.0,44086,Residence Hall/Dormitory,3282191.0,160.28,3.52,111,1,1.0,0.0,44086.0,44086.0
23299,2015,NonResidential,Small- and Mid-Sized Office,3,EAST,47.60652161,-122.32528687,1.0,7.0,54372,Office,1563640.0,10.9,0.08,45,2,0.61701,0.38299,54372.0,7767.429
23310,2015,NonResidential,Other,3,EAST,47.60719689,-122.3241096,1.0,1.0,47699,Museum,12236144.0,609.68,12.36,64,2,1.0,0.0,47699.0,47699.0
23311,2015,NonResidential,Other,3,EAST,47.60830458,-122.3233504,1.0,1.0,274568,No information,25246386.0,1114.43,3.87,70,1,1.0,0.0,274568.0,274568.0
23313,2015,NonResidential,Small- and Mid-Sized Office,3,EAST,47.60802721,-122.3228166,1.0,3.0,21282,Office,1228041.0,60.88,2.76,59,1,1.0,0.0,21282.0,7094.0
23320,2015,NonResidential,Other,2,SOUTHEAST,47.54547838,-122.2759121,1.0,2.0,41022,Other,3857679.0,26.89,0.25,94,1,1.0,0.0,41022.0,20511.0
23331,2015,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.72971465,-122.2927811,1.0,3.0,33580,Office,695803.0,4.85,0.06,30,2,0.61316,0.38684,33580.0,11193.333
23342,2015,NonResidential,Non-Refrigerated Warehouse,5,NORTH,47.72068751,-122.3009125,1.0,1.0,21936,Non-Refrigerated Warehouse,145573.0,4.55,0.19,38,1,1.0,0.0,21936.0,21936.0
23343,2015,NonResidential,Other,5,NORTH,47.72083444,-122.2997946,1.0,1.0,30160,Other,1187723.0,48.1,1.55,46,1,1.0,0.0,30160.0,30160.0
23368,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.6106807,-122.3365728,1.0,11.0,111137,Office,9191826.0,256.72,2.12,106,5,1.0,0.0,111137.0,10103.364
23396,2015,NonResidential,Other,1,DELRIDGE,47.56323127,-122.3506942,1.0,1.0,40189,Other - Utility,2046914.0,65.13,1.52,18,3,1.0,0.0,40189.0,40189.0
23397,2015,NonResidential,Other,1,DELRIDGE,47.57061835,-122.356355,1.0,2.0,28109,Other,2298648.0,28.03,0.69,49,1,1.0,0.0,28109.0,14054.5
23400,2015,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.56876754,-122.3636918,1.0,2.0,66484,Office,3053785.0,21.29,0.12,27,3,1.0,0.0,66484.0,33242.0
23404,2015,NonResidential,Small- and Mid-Sized Office,3,EAST,47.60776197,-122.3225701,1.0,3.0,25151,Office,1543147.0,68.78,2.61,56,1,1.0,0.0,25151.0,8383.667
23408,2015,NonResidential,Hotel,3,EAST,47.609589,-122.3264606,1.0,6.0,35770,Hotel,2601945.0,111.95,3.06,87,1,1.0,0.0,35770.0,5961.667
23410,2015,NonResidential,Hotel,3,EAST,47.60984421,-122.3267746,1.0,9.0,48006,Hotel,2363705.0,68.26,1.31,87,1,1.0,0.0,48006.0,5334.0
23416,2015,NonResidential,Mixed Use Property,2,DOWNTOWN,47.59950189,-122.3185089,1.0,2.0,29631,Supermarket/Grocery Store,4367202.0,103.23,3.08,55,3,1.0,0.0,29631.0,14815.5
23418,2015,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59725918,-122.3220338,1.0,2.0,23472,Office,1058986.0,16.18,0.53,26,3,1.0,0.0,23472.0,11736.0
23419,2015,Nonresidential COS,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.59524558,-122.3229473,1.0,2.0,21315,Office,2788860.0,110.43,5.02,42,1,1.0,0.0,21315.0,10657.5
23459,2015,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.6248209,-122.3576261,1.0,4.0,57110,Office,2103293.0,24.49,0.29,31,2,0.72313,0.27687,57110.0,14277.5
23503,2015,NonResidential,"Restaurant
",1,SOUTHWEST,47.58667982,-122.3768153,1.0,2.0,20398,Restaurant,9085108.0,326.65,15.3,113,2,1.0,0.0,20398.0,10199.0
23504,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.57469945,-122.3267812,1.0,1.0,41308,Distribution Center,1588231.0,36.35,0.77,63,1,1.0,0.0,41308.0,41308.0
23562,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60180041,-122.33520381,1.0,3.0,43878,Multifamily Housing,739662.0,5.16,0.04,102,4,1.0,0.0,43878.0,14626.0
23566,2015,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62599182,-122.3584671,1.0,3.0,34976,Performing Arts,801264.0,11.39,0.24,103,1,1.0,0.0,34976.0,11658.667
23618,2015,NonResidential,Non-Refrigerated Warehouse,7,MAGNOLIA / QUEEN ANNE,47.65676796,-122.3704009,1.0,1.0,38255,Non-Refrigerated Warehouse,925097.0,29.92,0.74,58,1,1.0,0.0,38255.0,38255.0
23622,2015,Campus,Other,7,MAGNOLIA / QUEEN ANNE,47.65802175,-122.3828922,1.0,1.0,260241,Other,32675250.0,553.99,1.71,60,1,1.0,0.0,260241.0,260241.0
23653,2015,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65101371,-122.3553519,1.0,3.0,48924,Office,2023197.0,49.63,0.9,26,2,1.0,0.0,48924.0,16308.0
23671,2015,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64160748,-122.3255231,1.0,4.0,50333,Office,1477321.0,10.3,0.08,56,1,0.64167,0.35833,50333.0,12583.25
23672,2015,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64047271,-122.3255112,1.0,4.0,57432,Office,2498684.0,17.42,0.12,29,2,0.61858,0.38142,57432.0,14358.0
23673,2015,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63997419,-122.3255225,1.0,3.0,25912,Office,615894.0,4.29,0.06,46,2,0.69296,0.30704,25912.0,8637.333
23674,2015,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64108252,-122.3262268,1.0,3.0,57132,Office,2286622.0,15.94,0.11,15,2,0.61654,0.38346,57132.0,19044.0
23689,2015,NonResidential,Worship Facility,1,DELRIDGE,47.52126544,-122.3546951,1.0,2.0,24224,Worship Facility,1064745.0,27.76,1.04,58,2,1.0,0.0,24224.0,12112.0
23691,2015,NonResidential,Worship Facility,1,DELRIDGE,47.51981437,-122.3547556,1.0,1.0,23706,Worship Facility,398357.0,12.5,0.49,52,1,1.0,0.0,23706.0,23706.0
23701,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.54644126,-122.3170691,1.0,1.0,31900,Non-Refrigerated Warehouse,1090032.0,7.6,0.09,52,2,1.0,0.0,31900.0,31900.0
23711,2015,NonResidential,Other,1,SOUTHWEST,47.52196442,-122.3879704,1.0,1.0,49066,Social/Meeting Hall,3819263.0,176.47,3.55,98,1,1.0,0.0,49066.0,49066.0
23712,2015,NonResidential,Worship Facility,1,SOUTHWEST,47.52104275,-122.3870066,1.0,3.0,30740,Worship Facility,1573701.0,55.7,1.73,63,2,1.0,0.0,30740.0,10246.667
23716,2015,NonResidential,Supermarket/Grocery Store,2,SOUTHEAST,47.52263582,-122.268551,1.0,1.0,67450,Supermarket/Grocery Store,10851443.0,256.84,3.37,56,1,1.0,0.0,67450.0,67450.0
23722,2015,SPS-District K-12,K-12 School,6,BALLARD,47.69493726,-122.3870895,1.0,1.0,39971,K-12 School,1499128.0,52.88,1.26,57,1,1.0,0.0,39971.0,39971.0
23730,2015,NonResidential,Non-Refrigerated Warehouse,7,MAGNOLIA / QUEEN ANNE,47.65685926,-122.3752389,1.0,1.0,46970,Non-Refrigerated Warehouse,11441.0,0.08,0.0,67,1,1.0,0.0,46970.0,46970.0
23736,2015,NonResidential,Non-Refrigerated Warehouse,7,MAGNOLIA / QUEEN ANNE,47.63283757,-122.3753418,1.0,1.0,47554,Non-Refrigerated Warehouse,1029084.0,15.08,0.24,84,5,1.0,0.0,47554.0,47554.0
23742,2015,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63069544,-122.374333,1.0,2.0,43016,Office,1137520.0,55.15,1.27,36,1,0.87447,0.12553,43016.0,21508.0
23743,2015,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.63035202,-122.37393951,1.0,1.0,24196,Other,1031039.0,22.94,0.83,84,4,1.0,0.0,24196.0,24196.0
23744,2015,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.6313675,-122.3738745,1.0,2.0,20671,Office,628023.0,24.53,1.15,75,1,1.0,0.0,20671.0,10335.5
23757,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.580646,-122.333694,1.0,1.0,21600,Non-Refrigerated Warehouse,523133.0,15.74,0.68,88,1,1.0,0.0,21600.0,21600.0
23762,2015,NonResidential,Worship Facility,1,SOUTHWEST,47.50943452,-122.3740225,1.0,1.0,35844,Worship Facility,1162519.0,8.1,0.09,38,1,1.0,0.0,35844.0,35844.0
23768,2015,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.66114819,-122.34176,1.0,3.0,31774,Office,1703060.0,20.75,0.45,99,3,1.0,0.0,31774.0,10591.333
23834,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.5616226,-122.3386303,1.0,1.0,26094,No information,678713.0,4.73,0.07,62,1,1.0,0.0,26094.0,26094.0
23835,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5616226,-122.3386303,1.0,2.0,23687,No information,571345.0,3.98,0.06,32,1,1.0,0.0,23687.0,11843.5
23836,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5616226,-122.3386303,1.0,2.0,24221,No information,1564180.0,10.9,0.17,32,1,1.0,0.0,24221.0,12110.5
23846,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61843872,-122.35874939,2.0,3.0,34030,Office,1757194.0,20.95,0.42,36,1,1.0,0.0,17015.0,11343.333
23848,2015,NonResidential,"Restaurant
",7,DOWNTOWN,47.61522339,-122.354154,1.0,2.0,40320,Restaurant,3816695.0,119.01,2.76,113,2,1.0,0.0,40320.0,20160.0
23854,2015,NonResidential,"Restaurant
",7,DOWNTOWN,47.6060791,-122.34104919,1.0,1.0,43728,Restaurant,10721568.0,549.74,12.53,115,1,1.0,0.0,43728.0,43728.0
23857,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60455844,-122.339397,1.0,2.0,34455,Office,4700396.0,32.77,0.36,115,3,1.0,0.0,34455.0,17227.5
23858,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60455844,-122.339397,1.0,2.0,32027,Office,3158151.0,103.4,3.04,115,2,1.0,0.0,32027.0,16013.5
23861,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60308374,-122.3367655,1.0,3.0,32160,Office,2655658.0,18.51,0.22,109,2,1.0,0.0,32160.0,10720.0
23863,2015,NonResidential,Other,2,GREATER DUWAMISH,47.59540721,-122.3254398,1.0,3.0,47836,Other - Lodging/Residential,3428334.0,102.9,2.0,23,2,0.84171,0.15829,47836.0,15945.333
23867,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.5875381,-122.3210393,1.0,3.0,34425,Office,1958735.0,49.61,1.29,101,2,1.0,0.0,34425.0,11475.0
23877,2015,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.55250231,-122.2975161,1.0,2.0,52609,K-12 School,1711397.0,40.81,0.69,44,1,1.0,0.0,52609.0,26304.5
23888,2015,NonResidential,Medical Office,1,SOUTHWEST,47.57290555,-122.3864134,1.0,3.0,40304,Medical Office,1916966.0,13.36,0.13,31,2,0.70226,0.29774,40304.0,13434.667
23896,2015,NonResidential,"Distribution Center
",1,GREATER DUWAMISH,47.52876282,-122.3276188,1.0,1.0,29619,Distribution Center,734495.0,20.38,0.63,25,2,1.0,0.0,29619.0,29619.0
23906,2015,NonResidential,K-12 School,3,CENTRAL,47.59725267,-122.3058343,1.0,2.0,21592,K-12 School,1545485.0,58.77,2.62,93,1,1.0,0.0,21592.0,10796.0
23910,2015,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.59975168,-122.3144352,1.0,3.0,25200,Office,1658751.0,33.34,1.12,108,2,1.0,0.0,25200.0,8400.0
23912,2015,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.59974199,-122.3130114,1.0,1.0,45068,Office,270004.0,8.29,0.17,68,1,1.0,0.0,45068.0,45068.0
23918,2015,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.59689331,-122.31126404,1.0,2.0,28296,Office,1489392.0,10.38,0.14,52,1,1.0,0.0,28296.0,14148.0
23928,2015,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.61737581,-122.3051172,1.0,3.0,31357,Office,1963054.0,22.82,0.49,16,3,1.0,0.0,31357.0,10452.333
23930,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.55774104,-122.3353165,1.0,1.0,160000,Distribution Center,1476506.0,10.29,0.02,47,1,1.0,0.0,160000.0,160000.0
23934,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.55596446,-122.3355596,1.0,1.0,53550,Non-Refrigerated Warehouse,3986851.0,141.32,2.52,55,1,1.0,0.0,53550.0,53550.0
23935,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.55713099,-122.3374982,1.0,1.0,38412,Non-Refrigerated Warehouse,1689261.0,67.27,1.7,91,2,1.0,0.0,38412.0,38412.0
23936,2015,NonResidential,"Self-Storage Facility
",2,GREATER DUWAMISH,47.55663485,-122.3375844,1.0,1.0,25881,Self-Storage Facility,537141.0,3.74,0.06,85,1,1.0,0.0,25881.0,25881.0
23951,2015,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55489374,-122.3250112,1.0,1.0,24291,Office,664539.0,18.33,0.69,62,1,1.0,0.0,24291.0,24291.0
23952,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.55456447,-122.3262284,1.0,1.0,36544,Non-Refrigerated Warehouse,1303247.0,9.09,0.1,49,1,1.0,0.0,36544.0,36544.0
23956,2015,NonResidential,K-12 School,5,NORTH,47.69077274,-122.3187621,1.0,2.0,23923,K-12 School,872555.0,26.33,1.02,84,1,1.0,0.0,23923.0,11961.5
23958,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.58416365,-122.3209198,1.0,1.0,20796,Non-Refrigerated Warehouse,1004779.0,34.66,1.58,66,1,1.0,0.0,20796.0,20796.0
23960,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.58220496,-122.3208007,1.0,1.0,21349,Distribution Center,698177.0,17.53,0.74,68,2,1.0,0.0,21349.0,21349.0
23963,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.58076626,-122.3205443,1.0,1.0,38630,Non-Refrigerated Warehouse,422133.0,2.94,0.03,79,1,1.0,0.0,38630.0,38630.0
23969,2015,NonResidential,Other,2,GREATER DUWAMISH,47.5793421,-122.3222151,1.0,1.0,24109,Manufacturing/Industrial Plant,4718442.0,32.89,0.52,55,2,1.0,0.0,24109.0,24109.0
23971,2015,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.58114468,-122.3221472,1.0,1.0,25375,Refrigerated Warehouse,3814590.0,26.59,0.4,60,2,1.0,0.0,25375.0,25375.0
23975,2015,Nonresidential COS,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.5829049,-122.3228994,1.0,1.0,22803,Non-Refrigerated Warehouse,626612.0,14.6,0.56,30,2,1.0,0.0,22803.0,22803.0
23976,2015,Nonresidential COS,Mixed Use Property,2,GREATER DUWAMISH,47.5829049,-122.3228994,1.0,1.0,23100,Office,4185406.0,152.36,6.31,30,2,1.0,0.0,23100.0,23100.0
23977,2015,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.58253577,-122.3219367,1.0,1.0,41550,Refrigerated Warehouse,448676.0,3.13,0.03,64,1,1.0,0.0,41550.0,41550.0
24009,2015,NonResidential,Other,1,GREATER DUWAMISH,47.52356669,-122.318109,1.0,2.0,54170,Other,5457975.0,159.89,2.73,21,1,1.0,0.0,54170.0,27085.0
24012,2015,SPS-District K-12,K-12 School,1,GREATER DUWAMISH,47.52347517,-122.3247703,1.0,2.0,64493,K-12 School,2231695.0,37.56,0.47,15,1,1.0,0.0,64493.0,32246.5
24018,2015,NonResidential,K-12 School,2,SOUTHEAST,47.55095067,-122.2800394,1.0,2.0,42252,K-12 School,2300803.0,107.15,2.5,103,1,1.0,0.0,42252.0,21126.0
24026,2015,NonResidential,"Self-Storage Facility
",2,GREATER DUWAMISH,47.5450515,-122.2859112,1.0,1.0,23100,Self-Storage Facility,1200178.0,28.82,1.11,60,1,1.0,0.0,23100.0,23100.0
24029,2015,NonResidential,Worship Facility,2,SOUTHEAST,47.54180145,-122.28297424,1.0,3.0,22895,Worship Facility,393493.0,11.81,0.48,34,2,1.0,0.0,22895.0,7631.667
24030,2015,NonResidential,Retail Store,2,GREATER DUWAMISH,47.5390235,-122.2824236,1.0,2.0,54211,Retail Store,1147582.0,8.0,0.06,13,3,0.67772,0.32228,54211.0,27105.5
24035,2015,SPS-District K-12,SPS-District K-12,2,SOUTHEAST,47.49933098,-122.2626561,1.0,1.0,41428,No information,1223425.0,35.98,0.8,54,1,1.0,0.0,41428.0,41428.0
24070,2015,NonResidential,"Self-Storage Facility
",5,NORTHEAST,47.69327377,-122.304978,1.0,6.0,48179,Self-Storage Facility,695606.0,10.8,0.17,9,1,0.85197,0.14803,48179.0,8029.833
24083,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.59324495,-122.3254719,1.0,1.0,52325,Non-Refrigerated Warehouse,784762.0,17.64,0.29,78,1,1.0,0.0,52325.0,52325.0
24085,2015,NonResidential,Other,2,GREATER DUWAMISH,47.59320859,-122.3248815,1.0,4.0,20600,"Repair Services (Vehicle, Shoe, Locksmith, etc)",281191.0,10.14,0.47,95,4,1.0,0.0,20600.0,5150.0
24086,2015,Campus,Other,2,GREATER DUWAMISH,47.59113039,-122.3233985,10.0,1.0,180796,Other,29939196.0,818.66,4.13,24,2,1.0,0.0,18079.6,180796.0
24089,2015,NonResidential,Retail Store,2,GREATER DUWAMISH,47.58774009,-122.3243218,1.0,1.0,25880,Retail Store,312563.0,2.18,0.03,71,1,1.0,0.0,25880.0,25880.0
24091,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.58333968,-122.3253069,1.0,1.0,45842,Non-Refrigerated Warehouse,816846.0,10.97,0.17,55,2,1.0,0.0,45842.0,45842.0
24099,2015,NonResidential,Other,2,GREATER DUWAMISH,47.57929406,-122.3233478,1.0,1.0,31365,Other,643531.0,4.74,0.06,43,1,1.0,0.0,31365.0,31365.0
24100,2015,NonResidential,Other,2,GREATER DUWAMISH,47.57951315,-122.3255288,1.0,1.0,32100,Other,560902.0,16.44,0.47,105,1,1.0,0.0,32100.0,32100.0
24102,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.57944487,-122.32592806,1.0,1.0,20520,Non-Refrigerated Warehouse,610711.0,22.89,1.07,49,2,1.0,0.0,20520.0,20520.0
24104,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.57816922,-122.3255771,1.0,1.0,22972,Non-Refrigerated Warehouse,474811.0,3.31,0.06,70,1,1.0,0.0,22972.0,22972.0
24105,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.57924235,-122.3248659,1.0,1.0,24990,Non-Refrigerated Warehouse,591249.0,8.98,0.28,62,2,1.0,0.0,24990.0,24990.0
24106,2015,NonResidential,Retail Store,2,GREATER DUWAMISH,47.57670914,-122.3254054,1.0,2.0,24000,Retail Store,1098965.0,31.13,1.19,64,2,1.0,0.0,24000.0,12000.0
24108,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.56818993,-122.3274105,1.0,1.0,100386,Non-Refrigerated Warehouse,3921557.0,95.69,0.85,52,2,1.0,0.0,100386.0,100386.0
24112,2015,NonResidential,"Distribution Center
",2,GREATER DUWAMISH,47.56767553,-122.3261154,1.0,1.0,24354,Distribution Center,1088016.0,27.81,1.03,49,2,1.0,0.0,24354.0,24354.0
